,0
258,3656.286377842347
259,12626.270070720895
260,9141.935852486824
261,5742.8090423194235
262,9122.387781800542
263,12800.912129438022
264,8820.334788179061
265,8918.134015653246
266,9740.487495023104
267,9876.415438877342
268,9857.99615671255
269,9438.425989044508
270,9374.550927352837
271,8552.141182767968
272,8946.235942348909
273,7476.44847901716
274,8544.880038039695
275,7118.37012344601
276,10942.588548364234
277,11421.3175634006
278,7996.238180780982
279,8687.425026016896
280,11602.519396190815
281,8522.605744589744
282,10569.99888758297
283,11168.036479207502
284,10863.190742081353
285,7309.146870909967
286,8946.235942348909
287,9063.793679434344
288,10128.168095633473
289,10501.87362309456
290,7289.942524793892
291,8492.888027099225
292,12626.647888277983
293,9099.118469394141
294,7843.55526332804
295,8186.226091009514
296,7470.1292171999585
297,11226.330683032866
298,10256.082563464268
299,10411.390501983182
300,9944.003809814274
301,8077.98077222589
302,9883.808355252422
303,8208.53409970619
304,10752.737700746193
305,10639.445638632931
306,8973.781613776857
307,10602.021326566375
308,9207.665560509868
309,10744.384438365876
310,9287.653668155408
311,11349.672105235535
312,12005.776089047144
313,8926.45277627897
314,11495.476820577302
315,8808.425038371877
316,4482.623967700632
317,10884.436324803115
318,10901.64445716303
319,9062.968731786235
320,7633.723994225809
321,9072.423301974834
322,7045.90173296406
323,10548.711290507104
324,8373.184165808105
325,11503.399505589015
326,6987.838716020897
327,9283.13920966965
328,6958.335837047198
329,9096.199773043512
330,8871.679073191943
331,6018.769704152305
332,9015.074565177783
333,7946.571027569419
334,8867.719110550417
335,8824.929326941912
336,5285.377731014743
337,10720.021641618112
338,7299.753562853697
339,8060.9423912369375
340,9207.888655463832
341,12011.821789025586
342,10977.090932415702
343,7045.90173296406
344,8172.243942185692
345,11200.156980675949
346,8703.257228227274
347,8101.082995674074
348,3784.4308491373667
349,8489.664989237264
350,9439.47257069477
351,8985.12582767086
352,10981.671666895634
353,11012.650034165328
354,6101.670844295277
355,8913.553694344211
356,8829.558283352007
357,10169.430705350567
358,8019.393880011254
359,7315.9831092514105
360,7608.42777852317
361,9600.6890826939
362,7877.543769052422
363,10938.122363996745
364,8540.331768430557
365,4424.389729520911
366,8650.856920550632
367,8970.056168025225
368,10292.772579462588
369,9117.873699015443
370,8570.827641362097
371,10674.255872040598
372,12767.241395286479
373,12311.500065928341
374,9289.588896881074
375,7936.193842587265
376,10548.88655155252
377,9565.185627284685
378,9138.277732800447
379,8748.56728728285
380,8529.648265667061
381,8607.958910606336
382,11095.9931063829
383,7301.906219868986
384,11288.768435335036
385,9386.7624898777
386,9526.687959757095
387,5410.748397755411
388,7909.152418094516
389,8442.147142725971
390,7371.231969177223
391,7668.140258945639
392,10889.747654920655
393,6959.860268738954
394,12797.794315042791
395,9048.345120150094
396,9423.29559796993
397,8394.816139895496
398,10519.241520088395
399,9377.13544807661
400,5766.471364746922
401,10949.800820812512
402,9831.425249048507
403,11494.668518121096
404,11009.773180420401
405,12502.16153666934
406,9705.369189492076
407,8114.633008347612
408,8493.55084669883
409,8842.367604642957
410,7208.579755572144
411,10354.750542364072
412,9595.12691130648
413,9054.227191367818
414,8074.492403910476
415,10750.670700373717
416,9758.733696676167
417,10124.76475543031
418,11269.938777073208
419,11017.112408823348
420,10672.259658284438
421,9177.665322175055
422,10655.195138763118
423,8178.263487641877
424,11196.155994608178
425,7348.982818916907
426,11412.226858973061
427,10371.108850363493
428,4816.685813939124
429,8962.535005641801
430,11560.849439080033
431,7338.549721172525
432,8473.094902438224
433,9525.856424769125
434,10738.999596211588
435,9606.47194146934
436,4723.254801778992
437,7680.90840798155
438,10922.229487655246
439,10777.370378415162
440,8673.651918389392
441,9372.72465270593
442,9237.96822427408
443,9243.905786084139
444,7508.836301624524
445,8990.843815442566
446,9612.753683966554
447,9016.736471107999
448,9113.709616159489
449,6795.004926775528
450,8421.293062719686
451,11275.958322529394
452,10848.656459357318
453,7420.088087637858
454,9003.648416918033
455,5125.884405871582
456,9341.169768239783
457,10777.370378415162
458,4353.791533616375
459,9220.760091914164
460,9843.142812906173
461,9372.95585992067
462,11048.024141152133
463,9045.62312518786
464,10089.087555605556
465,10369.598197063642
466,8658.18012060022
467,9043.796850540955
468,10120.518328776321
469,12358.975629706874
470,10605.711130782001
471,8501.662495435743
472,12166.33375713024
473,7925.278513574806
474,8883.692607743782
475,11394.332459122108
476,10459.62036596978
477,9382.892796491766
478,7257.741879090938
479,11228.326896789025
480,10804.131041487102
481,12005.66864150997
482,8570.827641362097
483,9236.75914546806
484,9967.450647182148
485,10892.589558253921
486,9761.31821739994
487,9229.159221610837
488,9035.700559142164
489,9508.49184915008
490,10933.79487148596
491,11624.988600794895
492,10884.88734527056
493,10811.750946599743
494,9627.115098561668
495,8227.117584273527
496,6208.811589305546
497,9819.326828122461
498,8054.56797917998
499,9170.859893687586
500,6861.938659155397
501,8897.491271731815
502,11067.448263658524
503,10959.621383356303
504,8285.314920394505
505,10510.771718806658
506,10531.696446355887
507,11965.222669678888
508,10875.381425894007
509,10535.53829471657
510,10473.610385390892
511,10615.343971446517
512,9506.42976404063
513,10882.189211370658
514,8819.13951365596
515,10710.116238700362
516,11781.50385833025
517,9497.885027874348
518,11840.754345233527
519,10572.77410329409
520,10889.9229522885
521,3161.138434852138
522,9363.100143408079
523,9242.325863800048
524,7815.35210073441
525,11507.868574822069
526,10607.437318311348
527,10786.655686331509
528,9603.036916736928
529,10250.080181136029
530,11051.909998613697
531,10305.390765029986
532,8013.374334555068
533,8568.958219864437
534,10858.951016531371
535,10926.910550287726
536,7714.093426941866
537,8440.199459664205
538,8006.504285090243
539,12914.51793030235
540,12053.344145729012
541,8574.485347877577
542,10789.317874747918
543,10053.905651873842
544,12224.804537281128
545,10877.844824193242
546,4818.4589327413205
547,9597.867875289383
548,11282.866671655753
549,11182.073672695073
550,7333.257104434605
551,7410.333433917595
552,9787.553942562765
553,11851.232122034333
554,11890.625723424664
555,9118.618862413083
556,9195.626469597499
557,8597.554080139756
558,9719.769706174255
559,8879.407079002729
560,9553.767308210721
561,6687.726707526798
562,8206.248476263436
563,8356.23697857036
564,8472.913392198154
565,9769.396002825366
566,8890.342044881472
567,9363.100143408079
568,9075.007822698606
569,11073.403659714666
570,9613.151360850996
571,10730.624321858379
572,10162.643259071045
573,10830.951346744117
574,11101.521929694243
575,9316.540190036181
576,6354.290516638366
577,11722.409757278445
578,8829.516698638115
579,8831.178604568331
580,10014.576449358281
581,9837.973771458628
582,4583.482018934603
583,7952.827194038138
584,11046.567018633616
585,8789.600479812256
586,9322.941537095034
587,9803.23194063927
588,9777.515069784671
589,8627.491768496071
590,9451.995685817601
591,7956.836999679594
592,9769.922283579896
593,8972.780418977147
594,8503.035443588715
595,9271.802819242568
596,9127.900547818293
597,9143.748485004055
598,10677.560838549438
599,9332.511598105653
600,6866.535046288033
601,10594.244690661355
602,8017.281141351886
603,9040.687666005593
604,9540.39437976245
605,8900.993354068165
606,9002.333960030774
607,11547.577033811442
608,8887.741495804337
609,6176.317025709885
610,9687.708230007962
611,8905.678686287794
612,11347.085457917628
613,7894.8580611033385
614,10766.404886465396
615,8131.841140707527
616,8627.491768496071
617,9147.896951134617
618,5599.999787845265
619,11006.881590681975
620,8602.723121587302
621,9267.86101507172
622,9831.981871486869
623,7909.152418094516
624,9837.681960887208
625,10877.020169923113
626,9339.74069394517
627,8646.823688665963
628,7979.874047412523
629,6684.159911147577
630,9641.777812284876
631,10081.353814687714
632,9514.249197565236
633,10546.070955813095
634,9170.03736601159
635,11050.585499974793
636,9677.763313375179
637,10101.244428294827
638,7660.019166905064
639,11554.869807473688
640,6499.159043894738
641,5378.491839290229
642,4499.675656801417
643,7988.674034639333
644,9692.51869665813
645,9050.929640873866
646,10000.640337464072
647,8680.234627623555
648,11056.468785246021
649,10742.700526181634
650,8510.854868583312
651,8660.177236465594
652,8336.980324246028
653,9565.185627284685
654,12295.359975623309
655,11122.596950495054
656,10443.332094401236
657,8233.3620115411
658,7415.141906172716
659,7334.571194151216
660,9374.550927352837
661,9264.235360256138
662,8520.30943877191
663,6902.50624097822
664,12697.123948217859
665,11636.46096261308
666,4988.931259764836
667,9091.988211564467
668,10336.643423003921
669,10295.929653501773
670,9221.04281277706
671,11014.20232200005
672,10947.05735453482
673,8980.424463574684
674,8753.622862906985
675,3378.166111745456
676,8653.105063992529
677,8186.867553821834
678,9091.553542910948
679,8083.096470090433
680,9619.20509313122
681,11697.948477773341
682,10438.163052953692
683,10481.426535010947
684,3973.642363348361
685,7410.333433917595
686,10385.247141310098
687,4886.669733344621
688,9500.044226229253
689,8809.589053942795
690,7477.463219543403
691,11371.197450865751
692,11174.344782136077
693,8129.479714937718
694,10698.752421723697
695,10923.607297202121
696,8424.913867176421
697,9044.876284294298
698,8172.152560472119
699,10306.727145142057
700,10775.909113347281
701,11968.481118085776
702,5533.910393835078
703,9614.913023050554
704,7883.33611484161
705,9703.681773201575
706,10935.437279623264
707,10682.432960834867
708,8399.028379725445
709,8571.01651202178
710,10614.307367776173
711,8920.423743809037
712,10742.281033648671
713,7126.9741896259675
714,9577.84549003546
715,9491.440160049295
716,5284.519453415593
717,10939.084015973187
718,9141.84359455505
719,7611.337865346469
720,5401.252242852921
721,9589.263809109425
722,9212.834601957413
723,8660.269906025338
724,8068.695953408254
725,7989.296152730328
726,10428.310052369407
727,11161.73569579836
728,9188.16811316506
729,9045.62312518786
730,4491.791197658567
731,8977.518068293522
732,11562.28012756295
733,11284.494158256948
734,11410.201087281785
735,7955.5356629418
736,7737.980978683438
737,10807.576021999434
738,9345.203616962992
739,9163.167316546764
740,9526.687959757095
741,9102.971861984912
742,8461.187583172663
743,10270.27894804683
744,8699.464116929264
745,5492.230817511461
746,9120.179994344826
747,6856.089185007553
748,9240.347808514567
749,9415.78661819602
750,10912.06384369762
751,9366.520479109364
752,7367.677060696573
753,9117.863373253735
754,9037.561368115796
755,10581.625119771476
756,11340.694694046746
757,7827.161459476546
758,8129.742388510896
759,8925.37659881288
760,7764.022909393544
761,9758.471499635138
762,9589.263809109425
763,10585.433966044866
764,8794.5146095775
765,7914.318856415779
766,10615.36745680819
767,12089.823500776929
768,8690.768631565496
769,8603.732571149862
770,11214.912363958902
771,10214.6262142937
772,10734.418861731656
773,12641.048404960162
774,8468.129743422403
775,9274.599292889738
776,12094.704108212649
777,9402.422708707369
778,7956.4947766961395
779,8452.65562777762
780,7637.678221760279
781,12282.313627381696
782,9111.57592816487
783,8793.234287274186
784,10698.077147787992
785,9464.98437375869
786,10874.448836643716
787,9114.560120168131
788,8489.057459842481
789,8824.31694833609
790,9340.167671330857
791,9918.191611274402
792,8042.654022698148
793,7935.348629542307
794,10888.188935573367
795,9204.230535777455
796,11531.547085367321
797,8560.78435103499
798,11698.209357256326
799,10739.363461972647
800,9082.498644001838
801,8261.463525065865
802,11713.479344657415
803,9218.854147413598
804,11627.502287939984
805,9006.78956008017
806,8489.639432876733
807,9309.147329256375
808,10115.835123150824
809,9361.661332431826
810,11935.814898434437
811,6374.24787781697
812,9810.223967931062
813,9126.209026814759
814,8114.837944830897
815,4626.019459686473
816,9775.04556211775
817,9094.367795804954
818,10866.37768843456
819,10872.119423973441
820,8990.145879344402
821,11811.291932867305
822,9251.54168638198
823,8510.282589969062
824,9290.277290966245
825,9784.25068947716
826,6915.610711886289
827,9072.742363057177
828,11561.429623554312
829,7099.4642681211735
830,11031.506288289256
831,11127.334128234115
832,4135.668770317008
833,9306.562808532604
834,9500.044226229253
835,7927.212240713719
836,8882.370734841634
837,9190.925105501323
838,9029.807805944478
839,7891.808880952072
840,11529.084782840926
841,8186.416721092683
842,8529.780037313869
843,8170.333825677184
844,11989.000636664567
845,10098.489149381801
846,8873.766668661676
847,7730.066868539956
848,8809.535898098085
849,4883.351646686312
850,7362.627902997266
851,7463.9507261898525
852,6634.833982407112
853,5494.1299454194705
854,5213.62687811397
855,6430.329400574985
856,7797.259653242472
857,7383.343038675422
858,10729.08423751392
859,10407.559621890457
860,8277.885302817183
861,10773.249086191712
862,9146.881798980405
863,11324.50725200152
864,8983.238716468692
865,10502.856046711873
866,6821.176444131892
867,9146.881798980405
868,11498.649648268687
869,9269.218298518796
870,7829.321496579412
871,11196.702134690062
872,8953.761761026171
873,10796.608535654621
874,8418.664589550002
875,3873.6508451884365
876,5003.092557263034
877,8997.238610592294
878,8402.86440271709
879,8944.311295550608
880,7866.127982481694
881,7265.959357818444
882,7797.325929236648
883,9353.039107781191
884,7863.313729587688
885,4855.838440129159
886,12495.370470177262
887,9383.154993532795
888,9234.328263058382
889,9121.502280417872
890,12792.586171508181
891,12114.165925056508
892,7506.055859853899
893,9709.726829018044
894,9064.13829687722
895,7213.212865555241
896,11280.315962055362
897,9202.823409330453
898,8376.91394678607
899,5994.185929139778
900,5810.689346431836
901,9714.60066472671
902,9267.026539416442
903,10229.98339186438
904,10128.161187123209
905,8794.5146095775
906,8495.444902338571
907,7997.258756097964
908,10292.6500953916
909,9052.435914094944
910,8784.878486671769
911,8508.825256874665
912,11325.756033334263
913,11471.867817690683
914,6950.439509673738
915,8567.551093417433
916,8374.991782614597
917,10864.300977158662
918,9028.461415053242
919,10084.690878896701
920,9595.12691130648
921,9914.75658654199
922,9340.670493762536
923,10549.171478050916
924,7585.200100707069
925,8199.370597612824
926,9320.963325214783
927,11005.463581743688
928,9800.608317828433
929,9927.318488769339
930,11012.832171045979
931,4697.368503778025
932,8877.756189238318
933,10684.945031395497
934,12214.137380773083
935,6115.705735792912
936,9011.67122497462
937,11658.553817679029
938,9391.8899926116
939,6744.394467796494
940,10722.830603548437
941,7731.301559301781
942,11222.599106308984
943,4301.480538197373
944,7412.025865918834
945,11694.501016829865
946,10828.583044852821
947,9374.550927352837
948,9803.950305830454
949,10183.26583919115
950,7934.85869472609
951,5030.679088658605
952,11212.46089208817
953,8721.020269602315
954,5044.582680086744
955,9085.763729624996
956,10813.036818423123
957,11347.085457917628
958,11703.598577424675
959,10372.182717787413
960,9134.123843507115
961,9815.859338519254
962,9667.517900039833
963,10145.824280967434
964,9111.975599444359
965,11323.007276092889
966,11389.473879454526
967,6528.257175797498
968,10644.594858827
969,5277.911600991796
970,8920.423743809037
971,8127.194910574963
972,10623.546672196593
973,9671.456899265644
974,8663.116623790138
975,9561.948187145952
976,10225.29644209817
977,6832.439506197374
978,9022.8281273491
979,11259.828546951014
980,9693.428059103131
981,6624.46208838864
982,10806.200580081679
983,4121.668876193404
984,9316.939993514758
985,9072.93828410403
986,8441.467040873891
987,8085.608880029291
988,11145.991553926762
989,9392.207918919356
990,7719.883240227817
991,9304.044065324964
992,9343.077758154157
993,11806.548983095116
994,9360.285890514073
995,8592.983245844467
996,9688.89610664121
997,8000.689676117343
998,8816.555406103085
999,7931.947415933277
1000,10762.622347785848
1001,10301.434008161903
1002,11027.004949952969
1003,9405.734254026063
1004,11648.064685710713
1005,8966.528723811434
1006,9817.855552275414
1007,9410.503963572346
1008,8730.371176675835
1009,11582.250634178396
1010,4399.664756449929
1011,7913.849677477656
1012,11309.13620794196
1013,9162.355914625188
1014,9055.25016698895
1015,12945.466161591916
1016,7427.40409203905
1017,10391.488219768942
1018,9402.51412789118
1019,8460.832716571891
1020,9229.329160720092
1021,11286.20373586474
1022,7727.319399144752
1023,9015.109562551814
1024,6031.036436963208
1025,5684.011227190829
1026,7441.804608721229
1027,9025.156035373504
1028,7648.698808354526
1029,10662.277782557605
1030,11391.219836119673
1031,8166.394335838761
1032,8868.091480549054
1033,7790.685611942057
1034,9180.414550993743
1035,12648.355948833861
1036,11600.139539508527
1037,11361.709069553772
1038,12648.299307918192
1039,8201.202574851382
1040,11291.077571573405
1041,10972.653810774365
1042,8677.519623099146
1043,10199.447268065365
1044,10459.909388548305
1045,7283.334672370094
1046,8941.533761983877
1047,7849.473940056905
1048,8694.295075481721
1049,6221.569412579748
1050,10645.56314461254
1051,7463.88657678981
1052,10037.273119502966
1053,11005.039506787596
1054,8913.111060782634
1055,5475.376845203444
1056,10728.620416834387
1057,7256.638158698199
1058,8686.087395528892
1059,9260.434343168532
1060,9158.920889892775
1061,8123.23707452757
1062,9538.48911361279
1063,10663.974653186822
1064,12383.904315540256
1065,9598.699410277353
1066,8620.508500064587
1067,9152.671612266355
1068,12229.397416900336
1069,10432.321383368837
1070,10817.618899155645
1071,10493.81817466848
1072,7897.963831190787
1073,6260.957473531669
1074,8013.374334555068
1075,7880.0541845962325
1076,12586.528162553055
1077,9313.677440394837
1078,8367.459376597471
1079,8234.186533612143
1080,10905.514150548963
1081,6640.853527863297
1082,9808.954427859968
1083,7300.542804730009
1084,8085.558669858715
1085,9510.061960195826
1086,8800.039743195595
1087,9959.713905590928
1088,8100.853263503839
1089,10543.356006287931
1090,9573.242558040027
1091,6188.391527167181
1092,11272.873790571055
1093,10943.993548217104
1094,7881.567100752447
1095,9072.458299348864
1096,11361.122108838748
1097,7793.922589033485
1098,11606.859130847655
1099,8307.733476674399
1100,10155.753388352745
1101,9456.32013386226
1102,6105.726640866096
1103,12645.629139440094
1104,9074.419515730995
1105,12134.256405682172
1106,6776.35798343936
1107,9210.51227827467
1108,8544.006295526133
1109,12583.282748518957
1110,10774.272061812844
1111,12929.089224841746
1112,8295.103253039064
1113,10698.112145162022
1114,7934.33588341111
1115,8053.433411463027
1116,10888.306717350268
1117,11168.642788051024
1118,7911.527353794912
1119,7708.60933641798
1120,11255.353465098598
1121,11396.540470467502
1122,8927.62068354199
1123,8482.753355058547
1124,8788.851156291865
1125,11119.635920392902
1126,9162.355914625188
1127,8310.410731862095
1128,9780.555538702576
1129,10766.250605727713
1130,11910.404369983975
1131,11563.051149456223
1132,10838.40581996247
1133,6815.059776900243
1134,7983.144835627334
1135,9597.27956832177
1136,9060.384211062465
1137,11191.56339685247
1138,11248.293523071956
1139,8204.07568618175
1140,9722.518096244981
1141,9452.319726288253
1142,10744.39101717573
1143,8043.021229106843
1144,10752.371708391
1145,9071.572797966193
1146,8920.423743809037
1147,9647.797357741061
1148,8663.705343928646
1149,6650.308098051895
1150,9487.129120947957
1151,7799.289678122015
1152,9528.480047579962
1153,10907.494251248254
1154,7368.025330362456
1155,5166.052647263134
1156,8822.600094748905
1157,11802.306541616828
1158,9142.524159454435
1159,10490.719362446725
1160,7412.557385448944
1161,5874.296340364428
1162,10443.521970973161
1163,9496.036922882588
1164,5528.12130375247
1165,9407.301329135695
1166,11813.805620012392
1167,9040.861207357124
1168,8088.193400753063
1169,6684.159911147577
1170,9109.391078720586
1171,4090.94743139994
1172,7846.627222292105
1173,11562.272221702924
1174,7858.5605234952645
1175,11126.416158728365
1176,9734.94676358355
1177,8536.896743698144
1178,11123.75569096796
1179,11024.132549601705
1180,9769.495306194209
1181,9085.763729624996
1182,10837.194614562319
1183,8030.4288286008905
1184,9059.77034773432
1185,9472.399719602603
1186,11474.840204824588
1187,9495.159401561605
1188,11788.401662342518
1189,7103.780322933249
1190,8607.922210366349
1191,10208.467369141266
1192,13505.578207708342
1193,8082.173855296878
1194,9417.896448651494
1195,8545.106352958483
1196,11522.727830093427
1197,8644.699900855987
1198,7877.960790658191
1199,11008.92267641176
1200,8528.398467227398
1201,11790.014778418315
1202,9870.311635219034
1203,10740.438407187841
1204,9427.19194274281
1205,10852.35368113076
1206,11710.191318918349
1207,11409.722398409669
1208,8040.506216041704
1209,8813.61238564282
1210,8679.441731675344
1211,10668.53556641328
1212,10864.432285758165
1213,10954.26164692141
1214,6139.612265085161
1215,11588.053288919938
1216,9504.531886508554
1217,8898.382947283453
1218,8210.945735646575
1219,10282.783859052292
1220,7906.1121436597
1221,7373.231402898207
1222,8549.860443799116
1223,5116.889336345882
1224,11232.780745944943
1225,7849.399834876944
1226,10818.032689096955
1227,9855.181903818544
1228,7636.7996417353115
1229,9421.077069601351
1230,6791.569902043115
1231,10099.300551303377
1232,9810.460564901476
1233,9867.745565469379
1234,10092.64036211487
1235,11735.780422504258
1236,10797.499739628944
1237,10774.272061812844
1238,8908.817702855797
1239,9704.68421265835
1240,9799.240293468496
1241,10825.075909335494
1242,8890.430885561798
1243,9237.763287790794
1244,10270.123996301516
1245,12016.445497771612
1246,8591.925759938733
1247,9237.763287790794
1248,9393.197870689004
1249,9871.082629678365
1250,11111.031854212944
1251,8003.91976436647
1252,9671.456899265644
1253,7155.960018282756
1254,7989.296152730328
1255,7328.872704172421
1256,8020.931431852477
1257,9364.944764263955
1258,7382.820227360442
1259,6772.000343913391
1260,10005.98036324001
1261,9869.446940657308
1262,10356.018377644838
1263,9291.651856665798
1264,4656.082189593369
1265,12022.876773869884
1266,8200.189828720184
1267,9472.374576412969
1268,8889.482421029732
1269,9797.621897269424
1270,9174.196957896573
1271,7100.010115699619
1272,10317.61269430998
1273,8722.238479389385
1274,9189.156091412162
1275,7839.29280832069
1276,10501.63939375327
1277,12949.926987700814
1278,10760.421755258876
1279,10472.424313136466
1280,11551.3867463981
1281,10566.563862850557
1282,9443.840794538834
1283,9018.257247053563
1284,8986.448113743903
1285,8656.214053859243
1286,12929.283830608487
1287,9867.189310201664
1288,8282.139147028987
1289,9207.249725154747
1290,8679.441731675344
1291,9297.958742352646
1292,10470.954831379611
1293,4141.049798635005
1294,8560.78435103499
1295,9247.8386298178
1296,9160.392165739822
1297,9020.806357232408
1298,10736.812752372258
1299,9372.72465270593
1300,9089.63143433475
1301,11595.964472476573
1302,9055.25016698895
1303,11539.935962453343
1304,10658.74929152502
1305,11306.878577486315
1306,8978.93173608014
1307,9637.556432943866
1308,12914.26490743909
1309,11439.740065530215
1310,9160.392165739822
1311,8634.23004631409
1312,10623.599828041302
1313,8913.790335024707
1314,9003.035474265413
1315,9830.482950155396
1316,8887.316681335215
1317,9755.298671943754
1318,7516.09873701011
1319,7456.2234716123785
1320,7982.237467577379
1321,8954.970492329503
1322,9932.7225533508
1323,7064.024143032002
1324,7866.125449978457
1325,5621.356857913055
1326,12166.442668012285
1327,8627.52179519736
1328,10632.366813180819
1329,11581.762242192435
1330,8243.274404896672
1331,8552.8599151298
1332,9234.72793433787
1333,9744.110085040023
1334,8737.645757200697
1335,11465.552264070087
1336,12928.258029232002
1337,9403.57505567116
1338,10178.202549378939
1339,11016.228093691325
1340,9364.245853155599
1341,5388.493544903444
1342,8832.912621283464
1343,10906.046424835567
1344,9212.834601957413
1345,10872.178018743696
1346,9716.334681441842
1347,12532.457890085014
1348,9229.329160720092
1349,7834.097784935548
1350,10536.012258374354
1351,9672.496311404208
1352,8421.67476349086
1353,11050.56567872132
1354,8737.577603422536
1355,8176.562479624596
1356,7298.512779850467
1357,10574.969146300995
1358,7887.586646208632
1359,11935.993473569884
